id,name,lastname,email,gender,age,phone,document,documentNumber,isClient,district,qualification,isIndependent,occupation,company,sector,annualSalary,hasDebt,totalDebtAmount,hasBlacklist,creditScore,creditLine,requestedAmount,term,quota,creditType,agreedAmount,interestRate,authorizer,store,timestamp
825,Pattie,Kearley,pkearleymw@163.com,Female,35,668 956 8304,PASSPORT,74089242,true,San Juan de Miraflores,INVESTIGADO,true,VP Sales,null,null,486899,false,null,true,0.27,66830,41281,44,938,COMERCIAL,190724,0.51,pkearleymw,San Juan de Lurigancho,2023-07-30 23:46:31
826,Tawnya,Anthoin,tanthoinmx@netvibes.com,Female,18,862 874 4439,CE,65163246,false,,INVESTIGADO,true,Help Desk Technician,null,null,199636,false,null,false,0.57,96038,219526,44,4989,PERSONAL,89482,0.12,tanthoinmx,San bartolo,2023-07-30 23:46:31
827,Pavia,Pescud,ppescudmy@etsy.com,Female,40,822 570 5196,DNI,28736420,false,,INVESTIGADO,false,Software Consultant,Buzzdog,Consumer Durables,779324,false,null,true,0.36,80034,293335,39,7521,HIPOTECARIO,197169,0.59,ppescudmy,San Juan de Miraflores,2023-07-30 23:46:31
828,Haily,Tooher,htoohermz@theglobeandmail.com,Male,48,165 687 5807,PASSPORT,48925433,false,,INVESTIGADO,true,Automation Specialist IV,null,null,416246,true,78764,false,0.96,40135,182130,38,4792,COMERCIAL,58517,0.24,htoohermz,Surquillo,2023-07-30 23:46:31
829,Rhianna,Marham,rmarhamn0@scribd.com,Female,18,723 177 5491,PASSPORT,82390547,false,Ancón,INVESTIGADO,true,Geologist IV,null,null,514396,true,12532,false,0.73,50893,105985,19,5578,PERSONAL,38240,0.15,,Santa María del Mar,2023-07-30 23:46:31
830,Donal,Bolam,dbolamn1@clickbank.net,Male,59,442 754 5718,PASSPORT,74406476,true,Punta hermosa,INVESTIGADO,false,Clinical Specialist,Skyble,Finance,494881,false,null,true,0.34,10189,52449,43,1219,COMERCIAL,32710,0.44,dbolamn1,San Juan de Lurigancho,2023-07-30 23:46:31
831,Faydra,Isham,fishamn2@google.cn,Female,41,370 984 8843,DNI,68754274,true,Pucusana,RECHAZADO,false,Quality Engineer,Quinu,Consumer Services,946820,false,null,true,0.56,92403,126376,45,2808,VEHICULAR,272140,0.26,fishamn2,San bartolo,2023-07-30 23:46:31
832,Easter,Lovelace,elovelacen3@flickr.com,Agender,26,901 198 3035,DNI,60030516,false,Villa Maria del Triunfo,APROBADO,true,Internal Auditor,null,null,530937,true,84685,false,0.16,21090,146163,59,2477,HIPOTECARIO,104504,0.51,elovelacen3,San Martin de Porres,2023-07-30 23:46:31
833,Juli,Brabant,jbrabantn4@marriott.com,Female,21,769 515 2994,DNI,74970672,false,San Luis,RECHAZADO,true,Health Coach II,null,null,776433,true,11091,false,0.39,85063,266956,16,16684,COMERCIAL,256416,0.63,,Villa Maria del Triunfo,2023-07-30 23:46:31
834,Myrtle,Bauchop,,Female,64,325 200 0532,PASSPORT,74431675,true,San Juan de Lurigancho,APROBADO,false,Cost Accountant,Flashdog,Finance,12051,true,23525,false,0.45,20765,290168,14,20726,VEHICULAR,139604,0.48,mbauchopn5,San isidro,2023-07-30 23:46:31
835,Frannie,Rubartelli,frubartellin6@xrea.com,Male,29,307 806 0268,DNI,32853060,false,Santa Anita,RECHAZADO,false,VP Sales,Mydeo,Finance,176305,false,null,true,0.93,44055,6716,51,131,PERSONAL,135749,0.35,frubartellin6,Los olivos,2023-07-30 23:46:31
836,Britteny,Cescot,bcescotn7@umn.edu,Female,26,648 710 6852,DNI,57840733,true,Pachacámac,APROBADO,false,Office Assistant II,Shufflebeat,,69728,false,null,false,0.78,20363,21633,58,372,HIPOTECARIO,207591,0.24,bcescotn7,San bartolo,2023-07-30 23:46:31
837,Moira,Jordine,mjordinen8@census.gov,Female,27,,PASSPORT,30539160,false,Carabayllo,RECHAZADO,true,Cost Accountant,null,null,942682,false,null,false,0.38,14991,191823,35,5480,VEHICULAR,277718,0.64,mjordinen8,Puente piedra,2023-07-30 23:46:31
838,Tedi,Jiras,tjirasn9@tamu.edu,Female,53,368 315 4547,DNI,81478205,true,Barranco,INVESTIGADO,false,Business Systems Development Analyst,Voonyx,Technology,306617,false,null,false,0.4,76772,175214,23,7618,PERSONAL,160045,0.5,,Breña,2023-07-30 23:46:31
839,Briggs,Brunstan,,Male,45,786 403 4732,PASSPORT,75606812,true,San Juan de Lurigancho,RECHAZADO,false,VP Product Management,Kamba,n/a,542093,true,72361,true,0.36,8906,112336,57,1970,HIPOTECARIO,50043,0.57,bbrunstanna,El agustino,2023-07-30 23:46:31
840,Sascha,Howsin,showsinnb@photobucket.com,Male,61,,CE,62791434,false,Ancón,APROBADO,false,Electrical Engineer,Oyondu,Consumer Services,374435,true,10748,false,0.29,76123,237838,12,19819,PERSONAL,102205,0.57,showsinnb,San isidro,2023-07-30 23:46:31
841,Johna,Tillyer,jtillyernc@bing.com,Female,42,658 392 2582,DNI,87096732,false,Breña,RECHAZADO,false,Junior Executive,LiveZ,Finance,788546,false,null,false,0.91,67861,233728,43,5435,HIPOTECARIO,164708,0.61,jtillyernc,Comas,2023-07-30 23:46:31
842,Boony,Halvorsen,bhalvorsennd@macromedia.com,Male,44,967 559 6827,DNI,74717534,false,Ate,INVESTIGADO,false,Director of Sales,Meezzy,Technology,720443,false,null,false,0.6,17344,71724,42,1707,ESTUDIOS,105870,0.3,bhalvorsennd,Los olivos,2023-07-30 23:46:31
843,Todd,Kingston,tkingstonne@bloomberg.com,Male,53,611 437 5451,CE,86107969,false,Pucusana,APROBADO,false,VP Sales,Skiba,Consumer Services,390361,false,null,false,0.69,29438,283872,47,6039,HIPOTECARIO,146398,0.23,tkingstonne,Santa Rosa,2023-07-30 23:46:31
844,Trip,Sugars,tsugarsnf@geocities.com,Male,59,488 452 5990,DNI,24541328,false,Villa Maria del Triunfo,INVESTIGADO,true,Civil Engineer,null,null,857041,true,32426,true,0.2,76026,36633,37,990,ESTUDIOS,79738,0.42,tsugarsnf,Rímac,2023-07-30 23:46:31
845,Herve,Cracker,hcrackerng@sfgate.com,Male,64,491 859 3354,CE,98020012,true,,RECHAZADO,true,Associate Professor,null,null,89808,false,null,false,0.3,91870,56443,23,2454,ESTUDIOS,187587,0.24,hcrackerng,La victoria,2023-07-30 23:46:31
846,Flynn,Pauling,fpaulingnh@omniture.com,Polygender,18,324 815 9299,DNI,29992005,true,San Luis,APROBADO,true,Civil Engineer,null,null,923612,false,null,true,0.59,8642,293100,34,8620,HIPOTECARIO,103035,0.41,fpaulingnh,La victoria,2023-07-30 23:46:31
847,Benedetta,Bonsul,bbonsulni@cloudflare.com,Genderqueer,36,772 900 0753,DNI,60383696,false,San borja,APROBADO,false,Research Associate,BlogXS,Energy,988022,true,74393,false,0.13,93246,233020,60,3883,COMERCIAL,171820,0.14,bbonsulni,Pucusana,2023-07-30 23:46:31
848,Otha,Franzke,ofranzkenj@kickstarter.com,Female,64,232 251 4544,CE,75187498,true,Barranco,INVESTIGADO,false,Web Designer II,Divape,Health Care,141934,true,65901,false,0.47,53227,243741,18,13541,HIPOTECARIO,257752,0.28,ofranzkenj,Villa el Salvador,2023-07-30 23:46:31
849,Giff,Azemar,gazemarnk@barnesandnoble.com,Male,34,748 450 3285,PASSPORT,44445889,false,Santa Anita,APROBADO,false,Developer II,Quinu,Consumer Non-Durables,710564,false,null,false,0.91,49090,61515,38,1618,PERSONAL,144635,0.11,gazemarnk,Villa el Salvador,2023-07-30 23:46:31
850,Mohandas,Josefowicz,mjosefowicznl@abc.net.au,Non-binary,64,391 773 8168,PASSPORT,71868953,false,El agustino,RECHAZADO,true,Internal Auditor,null,null,807756,false,null,false,0.65,92995,244178,57,4283,VEHICULAR,93481,0.53,,Barranco,2023-07-30 23:46:31
851,Giavani,Kief,gkiefnm@berkeley.edu,Male,44,434 964 4570,CE,45862378,false,Miraflores,APROBADO,true,Mechanical Systems Engineer,null,null,443078,false,null,true,0.33,96734,59661,30,1988,COMERCIAL,268037,0.26,gkiefnm,San Martin de Porres,2023-07-30 23:46:31
852,Terrence,Lavall,tlavallnn@ted.com,Male,60,,PASSPORT,83217879,false,,INVESTIGADO,false,Payment Adjustment Coordinator,Bubbletube,Capital Goods,191020,true,94837,true,0.8,6028,198681,58,3425,ESTUDIOS,206900,0.5,tlavallnn,Pachacámac,2023-07-30 23:46:31
853,Barbee,Linturn,blinturnno@bandcamp.com,Female,63,762 797 1285,DNI,79721370,false,La molina,RECHAZADO,false,Staff Accountant I,Linkbuzz,n/a,919940,true,76657,true,0.65,55458,176961,52,3403,VEHICULAR,77703,0.43,blinturnno,Santa Rosa,2023-07-30 23:46:31
854,Cyrill,Linturn,,Male,33,624 478 4070,CE,82817979,false,Pucusana,APROBADO,false,Geological Engineer,Jabbertype,Technology,166024,true,83334,true,0.98,27968,111180,44,2526,ESTUDIOS,215090,0.2,clinturnnp,Villa Maria del Triunfo,2023-07-30 23:46:31
855,Rutledge,Gilffilland,rgilffillandnq@berkeley.edu,Male,54,873 257 9912,CE,71913466,true,Breña,INVESTIGADO,true,Human Resources Assistant III,null,null,132931,true,30151,true,0.42,36065,157445,58,2714,VEHICULAR,271040,0.21,rgilffillandnq,San Miguel,2023-07-30 23:46:31
856,Margit,Danskine,mdanskinenr@unblog.fr,Female,39,326 360 3444,PASSPORT,68912776,false,Rímac,RECHAZADO,false,Research Nurse,Meemm,Basic Industries,856687,true,32798,false,0.59,46208,299053,36,8307,ESTUDIOS,272099,0.48,mdanskinenr,Villa Maria del Triunfo,2023-07-30 23:46:31
857,Garik,Desbrow,gdesbrowns@tinyurl.com,Genderfluid,30,145 208 3404,DNI,64058581,false,El agustino,RECHAZADO,true,Clinical Specialist,null,null,672425,false,null,true,0.63,32215,282210,38,7426,HIPOTECARIO,144859,0.48,gdesbrowns,Comas,2023-07-30 23:46:31
858,Arielle,Edser,aedsernt@kickstarter.com,Female,18,138 614 9054,CE,55176821,true,Ate,INVESTIGADO,true,Geologist III,null,null,709441,true,44969,false,0.21,25242,29231,40,730,PERSONAL,65579,0.62,aedsernt,Rímac,2023-07-30 23:46:31
859,Isidoro,Smalley,ismalleynu@goodreads.com,Male,56,935 949 2349,DNI,69539117,false,Magdalena del mar,APROBADO,false,Occupational Therapist,Realcube,Finance,301446,false,null,true,0.2,30054,89094,49,1818,PERSONAL,173171,0.21,ismalleynu,Lince,2023-07-30 23:46:31
860,Barthel,Finicj,bfinicjnv@fema.gov,Male,50,534 485 7562,CE,94154936,true,Puente piedra,INVESTIGADO,false,Nurse,Photospace,Consumer Non-Durables,295558,false,null,true,0.97,96165,262572,58,4527,COMERCIAL,194508,0.38,bfinicjnv,Cercado de Lima,2023-07-30 23:46:31
861,Jackie,Pifford,jpiffordnw@domainmarket.com,Female,19,669 664 4309,CE,62839492,false,,RECHAZADO,false,VP Product Management,Eadel,n/a,250955,false,null,true,0.4,45637,63489,12,5290,PERSONAL,226207,0.4,jpiffordnw,Barranco,2023-07-30 23:46:31
862,Freeman,Gatehouse,fgatehousenx@naver.com,Male,20,574 983 7991,DNI,56267931,false,Santa María del Mar,RECHAZADO,false,Actuary,Topdrive,,489586,true,70308,false,0.92,29963,240061,55,4364,COMERCIAL,84883,0.27,fgatehousenx,El agustino,2023-07-30 23:46:31
863,Cristi,Kenningley,ckenningleyny@jalbum.net,Female,44,498 142 5717,DNI,51232456,true,Comas,APROBADO,true,Sales Associate,null,null,643073,true,66993,true,0.83,66060,117071,21,5574,COMERCIAL,271173,0.21,ckenningleyny,Lince,2023-07-30 23:46:31
864,Sebastiano,Sexstone,ssexstonenz@wikipedia.org,Male,63,732 315 4169,DNI,54440487,true,La molina,APROBADO,false,Civil Engineer,Tagpad,Health Care,553319,true,36273,false,0.84,91421,196856,34,5789,COMERCIAL,249927,0.52,ssexstonenz,Villa el Salvador,2023-07-30 23:46:31
865,Amitie,Vaud,avaudo0@ucla.edu,Female,39,997 689 2819,DNI,85871088,false,Lince,APROBADO,false,Administrative Officer,Oyoba,n/a,875122,true,55729,true,0.7,65223,211390,32,6605,HIPOTECARIO,285501,0.27,avaudo0,San Juan de Miraflores,2023-07-30 23:46:31
866,Lorianne,Bridgett,lbridgetto1@cornell.edu,Female,56,190 932 9091,DNI,65926301,true,Santa Anita,RECHAZADO,false,Marketing Manager,Avamba,Finance,496904,true,23555,false,0.92,43650,58618,49,1196,COMERCIAL,224012,0.29,,Villa Maria del Triunfo,2023-07-30 23:46:31
867,Bess,Normavell,bnormavello2@arstechnica.com,Agender,32,883 810 3607,CE,84437748,true,Jesús maría,RECHAZADO,false,VP Product Management,Roomm,n/a,303428,false,null,true,0.92,41252,179732,13,13825,VEHICULAR,78227,0.31,,Ate,2023-07-30 23:46:31
868,Aimee,Bredbury,abredburyo3@so-net.ne.jp,Female,22,842 304 3481,PASSPORT,13856308,false,San Miguel,APROBADO,true,Occupational Therapist,null,null,657745,false,null,true,0.8,48201,210977,41,5145,ESTUDIOS,127779,0.15,,Puente piedra,2023-07-30 23:46:31
869,Cassandre,Smidmor,csmidmoro4@reuters.com,Female,43,323 937 1869,DNI,13159720,false,Magdalena del mar,INVESTIGADO,false,VP Marketing,Flashspan,Health Care,92916,false,null,true,0.96,27539,151939,25,6077,PERSONAL,93549,0.43,csmidmoro4,La molina,2023-07-30 23:46:31
870,Allister,Duchesne,aduchesneo5@lycos.com,Male,29,,CE,47417380,false,San borja,INVESTIGADO,true,Accountant IV,null,null,849034,false,null,true,0.99,77322,52566,41,1282,VEHICULAR,180496,0.29,aduchesneo5,Lurín,2023-07-30 23:46:31
871,Tad,Dreigher,tdreighero6@wisc.edu,Male,62,662 839 9109,DNI,26962412,true,Magdalena del mar,RECHAZADO,false,Recruiter,Tavu,Energy,455830,false,null,false,0.29,52941,81454,34,2395,COMERCIAL,180278,0.37,tdreighero6,Chorrillos,2023-07-30 23:46:31
872,Susannah,Balsellie,sbalsellieo7@who.int,Female,57,464 450 2210,CE,93945235,false,Jesús maría,INVESTIGADO,true,Database Administrator IV,null,null,224633,false,null,true,0.85,64947,212369,55,3861,ESTUDIOS,216113,0.28,sbalsellieo7,Lurín,2023-07-30 23:46:31
873,Holly-anne,Purry,,Agender,28,,DNI,67966812,false,Puente piedra,INVESTIGADO,true,Nurse Practicioner,null,null,498007,false,null,false,0.15,22570,158010,14,11286,COMERCIAL,248793,0.4,hpurryo8,Los olivos,2023-07-30 23:46:31
874,Alika,Antowski,aantowskio9@redcross.org,Female,62,420 407 7939,PASSPORT,43205671,true,Ate,INVESTIGADO,true,Cost Accountant,null,,199272,true,55792,true,0.69,77292,48506,49,989,ESTUDIOS,27986,0.35,aantowskio9,La victoria,2023-07-30 23:46:31
875,Axe,Stannis,astannisoa@nbcnews.com,Genderqueer,44,767 976 6316,DNI,35865621,true,,INVESTIGADO,true,Human Resources Assistant I,null,null,66207,false,null,true,0.11,16706,276987,15,18465,PERSONAL,299661,0.39,astannisoa,El agustino,2023-07-30 23:46:31
876,Patrice,Turneaux,pturneauxob@icio.us,Male,57,399 640 7931,CE,58264917,true,Carabayllo,INVESTIGADO,false,Senior Quality Engineer,Dabfeed,n/a,51663,false,null,true,0.94,12357,267119,27,9893,VEHICULAR,183359,0.63,pturneauxob,Villa Maria del Triunfo,2023-07-30 23:46:31
877,Dennie,Vasenin,dvaseninoc@friendfeed.com,Male,43,667 471 9609,CE,62755633,false,Barranco,INVESTIGADO,false,Community Outreach Specialist,Dabshots,Finance,961981,false,null,false,0.73,72543,231825,40,5795,PERSONAL,30396,0.16,dvaseninoc,Barranco,2023-07-30 23:46:31
878,Sharl,Pulfer,spulferod@technorati.com,Agender,55,714 797 2516,PASSPORT,46329100,true,Independencia,INVESTIGADO,false,Office Assistant IV,Chatterbridge,n/a,54328,false,null,false,0.94,54585,213672,45,4748,PERSONAL,148909,0.3,spulferod,Villa el Salvador,2023-07-30 23:46:31
879,Hewett,Lamerton,hlamertonoe@sina.com.cn,Male,23,813 622 2918,CE,99027586,true,,RECHAZADO,true,Engineer III,null,null,797164,true,56325,true,1.0,72710,17907,57,314,ESTUDIOS,73322,0.34,hlamertonoe,Independencia,2023-07-30 23:46:31
880,Virgie,Kettlestringes,vkettlestringesof@zdnet.com,Male,29,451 884 9109,DNI,72746804,true,El agustino,INVESTIGADO,true,Quality Engineer,null,null,757677,false,null,false,0.51,19434,289641,27,10727,PERSONAL,34287,0.28,vkettlestringesof,San Miguel,2023-07-30 23:46:31
881,Cash,Blowfield,,Male,36,662 950 1549,DNI,83529580,true,,APROBADO,true,Nuclear Power Engineer,null,null,938922,false,null,false,0.28,71978,152715,23,6639,ESTUDIOS,22478,0.49,cblowfieldog,Lince,2023-07-30 23:46:31
882,Una,Borthwick,,Female,36,875 676 2118,PASSPORT,86140445,true,El agustino,APROBADO,false,GIS Technical Architect,Abata,Basic Industries,745949,false,null,true,0.65,15582,238969,35,6827,HIPOTECARIO,84736,0.21,uborthwickoh,Santa María del Mar,2023-07-30 23:46:31
883,Emmye,Dyball,edyballoi@instagram.com,Bigender,37,698 453 6795,DNI,85909548,false,Surquillo,INVESTIGADO,false,Research Assistant I,Skyvu,Public Utilities,36700,true,44401,true,0.31,78795,63843,22,2901,HIPOTECARIO,116295,0.11,edyballoi,San bartolo,2023-07-30 23:46:31
884,Rosella,Stretton,rstrettonoj@house.gov,Female,63,269 582 3512,PASSPORT,60348915,false,San borja,APROBADO,false,Senior Cost Accountant,Zoomdog,Technology,340538,true,12982,true,0.77,31568,250769,24,10448,VEHICULAR,118742,0.22,rstrettonoj,Jesús maría,2023-07-30 23:46:31
885,Dyanna,Bazell,dbazellok@europa.eu,Female,40,163 184 1676,CE,34932032,true,Ancón,APROBADO,true,Quality Engineer,null,null,777882,false,null,true,0.59,74952,286859,17,16874,PERSONAL,17947,0.34,dbazellok,Lurigancho,2023-07-30 23:46:31
886,Mart,Faulkes,mfaulkesol@de.vu,Male,49,569 515 4267,DNI,96827911,false,Miraflores,RECHAZADO,false,Pharmacist,Kwilith,Consumer Services,872592,false,null,false,0.73,66567,137726,12,11477,HIPOTECARIO,271793,0.23,,Carabayllo,2023-07-30 23:46:31
887,Cristiano,Lartice,clarticeom@mashable.com,Male,39,612 663 1257,PASSPORT,78344359,true,Breña,RECHAZADO,true,Chemical Engineer,null,,471410,true,25929,false,0.67,87792,274922,26,10573,HIPOTECARIO,126628,0.55,clarticeom,Barranco,2023-07-30 23:46:31
888,Bastien,Bayles,bbayleson@timesonline.co.uk,Male,65,203 285 5598,DNI,68509818,true,Santiago de Surco,RECHAZADO,true,Assistant Media Planner,null,,641366,false,null,true,0.33,25798,145343,51,2849,VEHICULAR,213417,0.22,,Lurín,2023-07-30 23:46:31
889,Fidela,Readhead,freadheadoo@simplemachines.org,Female,32,991 686 6695,CE,12542098,true,La molina,RECHAZADO,false,Director of Sales,Roombo,Finance,848453,false,null,false,0.16,9064,110134,17,6478,COMERCIAL,243713,0.44,freadheadoo,Pueblo libre,2023-07-30 23:46:31
890,Gearard,Henrion,ghenrionop@jugem.jp,Male,44,456 854 9311,DNI,39148805,true,Santa Rosa,INVESTIGADO,false,Senior Quality Engineer,Yotz,Health Care,680153,true,36101,false,0.13,76431,11690,45,259,HIPOTECARIO,128220,0.45,ghenrionop,Santa Anita,2023-07-30 23:46:31
891,Alexandra,Stetson,astetsonoq@squidoo.com,Female,43,400 419 2620,DNI,95705708,false,El agustino,INVESTIGADO,false,Database Administrator II,Quinu,Public Utilities,124173,false,null,true,0.49,58804,19331,56,345,PERSONAL,9875,0.63,astetsonoq,Cieneguilla,2023-07-30 23:46:31
892,Des,Bartaletti,dbartalettior@google.nl,Male,50,499 156 0333,CE,14147678,false,Jesús maría,APROBADO,true,Internal Auditor,null,null,361360,false,null,true,0.37,16266,94729,32,2960,ESTUDIOS,90337,0.34,dbartalettior,San Martin de Porres,2023-07-30 23:46:31
893,Tulley,Macellar,tmacellaros@ycombinator.com,Male,49,829 389 3639,DNI,15007349,true,Chaclacayo,INVESTIGADO,true,VP Accounting,null,null,832135,false,null,false,0.33,77333,157158,21,7483,PERSONAL,142996,0.27,tmacellaros,Chorrillos,2023-07-30 23:46:31
894,Erhard,Tremolieres,etremolieresot@mit.edu,Male,20,457 852 0089,PASSPORT,17495472,false,Cieneguilla,RECHAZADO,true,Occupational Therapist,null,,86884,true,72781,false,0.57,49735,262550,46,5707,COMERCIAL,258060,0.12,etremolieresot,Chaclacayo,2023-07-30 23:46:31
895,Carlye,Smout,csmoutou@ihg.com,Female,63,451 643 1543,PASSPORT,64814252,true,Chorrillos,APROBADO,true,Analog Circuit Design manager,null,null,896228,true,33626,false,0.88,16967,136467,32,4264,HIPOTECARIO,33214,0.43,csmoutou,Pachacámac,2023-07-30 23:46:31
896,Emmerich,McLaughlan,emclaughlanov@biglobe.ne.jp,Male,47,294 395 7604,CE,83505404,true,San Juan de Miraflores,APROBADO,false,Paralegal,Skimia,n/a,841889,false,null,true,0.28,64481,10383,21,494,HIPOTECARIO,123123,0.27,emclaughlanov,Lurín,2023-07-30 23:46:31
897,Zeke,Flewin,,Polygender,57,499 132 0657,CE,32346886,true,Santa Anita,INVESTIGADO,true,Actuary,null,null,688486,false,null,false,0.93,95372,232788,24,9699,PERSONAL,230559,0.22,zflewinow,Magdalena del mar,2023-07-30 23:46:31
898,Eldon,Wilks,ewilksox@sakura.ne.jp,Male,18,687 315 5862,PASSPORT,29220636,true,Rímac,APROBADO,false,Electrical Engineer,Pixoboo,Health Care,190935,true,66634,true,0.55,74799,9485,48,197,HIPOTECARIO,273981,0.6,ewilksox,Ancón,2023-07-30 23:46:31
899,Mose,Bent,mbentoy@businessweek.com,Male,28,972 726 3258,CE,51997695,true,Carabayllo,APROBADO,false,Mechanical Systems Engineer,Jetpulse,,742512,true,99279,false,0.46,45945,157546,18,8752,PERSONAL,121513,0.21,mbentoy,Magdalena del mar,2023-07-30 23:46:31
900,Pris,Lenard,,Female,51,927 112 4299,DNI,43258609,false,Lurín,INVESTIGADO,false,VP Product Management,Skiptube,Capital Goods,965590,true,58077,true,0.38,56667,123348,38,3246,HIPOTECARIO,249440,0.57,plenardoz,Pachacámac,2023-07-30 23:46:31
901,Paloma,Byres,pbyresp0@wunderground.com,Female,38,422 910 2238,CE,74487998,true,Magdalena del mar,APROBADO,true,Structural Analysis Engineer,null,null,407444,true,22830,true,0.22,5222,73912,48,1539,ESTUDIOS,43427,0.2,pbyresp0,San Luis,2023-07-30 23:46:31
902,Tina,Titcomb,ttitcombp1@123-reg.co.uk,Female,46,,DNI,80701057,true,Carabayllo,RECHAZADO,true,Legal Assistant,null,,264732,true,79558,true,0.74,6277,5084,27,188,ESTUDIOS,211508,0.25,ttitcombp1,Surquillo,2023-07-30 23:46:31
903,Quintilla,Wehner,qwehnerp2@oracle.com,Female,20,527 758 4936,PASSPORT,42893330,true,Santa María del Mar,RECHAZADO,true,Help Desk Operator,null,null,672930,true,92798,false,0.74,85107,259616,27,9615,COMERCIAL,183968,0.14,qwehnerp2,San isidro,2023-07-30 23:46:31
904,Stanfield,Fern,sfernp3@un.org,Male,43,122 670 7229,CE,97355280,true,San Juan de Lurigancho,RECHAZADO,true,VP Sales,null,null,538256,false,null,false,0.99,92440,241478,13,18575,PERSONAL,218106,0.31,sfernp3,Lince,2023-07-30 23:46:31
905,Ezequiel,Escudier,,Male,60,,CE,33589844,true,Miraflores,INVESTIGADO,false,Technical Writer,Mybuzz,,714517,false,null,false,0.18,70971,138464,52,2662,ESTUDIOS,113690,0.65,eescudierp4,Lurín,2023-07-30 23:46:31
906,Walt,Pochet,wpochetp5@opera.com,Agender,36,695 989 0405,PASSPORT,97049486,true,Santa Anita,APROBADO,false,Community Outreach Specialist,JumpXS,Technology,634202,true,27979,false,0.37,71625,245828,29,8476,VEHICULAR,285961,0.26,wpochetp5,Lurín,2023-07-30 23:46:31
